SeqID:00000001 01331011->0133AF3A                                                  EAX=00E319A0 ECX=00000001 EDX=0009E208 EBX=76D341B5 ESP=001EF7FC EBP=001EF818 ESI=00000000 EDI=00000000 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=FF000000 ECX=8D202201 EDX=FF000000 EBX=7C249C9D ESP=001EF704 EBP=001EF7C0 ESI=013E2E1D EDI=001EF704 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=00000286 EBX=7C249C1C ESP=001EF704 EBP=001EF7C4 ESI=013E2E1F EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=7C249C68 ESP=001EF704 EBP=001EF7C4 ESI=013E2E20 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000001C ECX=8D202201 EDX=00010800 EBX=7C249C4C ESP=001EF704 EBP=001EF7C0 ESI=013E2E21 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=00010800 EBX=7C249C4C ESP=001EF704 EBP=001EF7C0 ESI=013E2E21 EDI=001EF704 EFLAG=00000216
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=8D202201 EDX=0133AF16 EBX=7C249C02 ESP=001EF704 EBP=001EF7C0 ESI=013E2E22 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=CC90DC0B ECX=8D202201 EDX=0133AF16 EBX=AF93BFF7 ESP=001EF704 EBP=001EF7BC ESI=013E2E26 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=AF93BFF7 ESP=001EF704 EBP=001EF7BC ESI=013E2E26 EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=8D202201 EDX=0133AF16 EBX=AF93BFAD ESP=001EF704 EBP=001EF7BC ESI=013E2E27 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=C2959143 ECX=8D202201 EDX=0133AF16 EBX=ECFE2E6A ESP=001EF704 EBP=001EF7B8 ESI=013E2E2B EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=ECFE2E6A ESP=001EF704 EBP=001EF7B8 ESI=013E2E2B EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=ECFE2EE0 ESP=001EF704 EBP=001EF7B8 ESI=013E2E2C EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=38C6C7E0 ECX=8D202201 EDX=0133AF16 EBX=B4376700 ESP=001EF704 EBP=001EF7B4 ESI=013E2E30 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=B4376700 ESP=001EF704 EBP=001EF7B4 ESI=013E2E30 EDI=001EF704 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=8D202201 EDX=0133ADCC EBX=B43767C9 ESP=001EF704 EBP=001EF7B4 ESI=013E2E31 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7B4 ECX=8D202201 EDX=0133ADCC EBX=B43767C9 ESP=001EF704 EBP=001EF7B0 ESI=013E2E31 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=B43767C9 ESP=001EF704 EBP=001EF7B0 ESI=013E2E31 EDI=001EF704 EFLAG=00000216
SeqID:00000015 0133CF85->0133C51D                                                  EAX=000000F5 ECX=8D202201 EDX=0133CF85 EBX=B43767D4 ESP=001EF704 EBP=001EF7B0 ESI=013E2E32 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=38C6C7E0 ECX=8D202201 EDX=0133CF85 EBX=B43767D4 ESP=001EF704 EBP=001EF7B0 ESI=013E2E32 EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=B437674A ESP=001EF704 EBP=001EF7B0 ESI=013E2E33 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=3DB09E1D ECX=8D202201 EDX=0133AF16 EBX=7686C92D ESP=001EF704 EBP=001EF7AC ESI=013E2E37 EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=7686C92D ESP=001EF704 EBP=001EF7AC ESI=013E2E37 EDI=001EF704 EFLAG=00000202
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=8D202201 EDX=0133BB24 EBX=7686C924 ESP=001EF704 EBP=001EF7AC ESI=013E2E38 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000000C ECX=8D202201 EDX=0133BB24 EBX=7686C928 ESP=001EF704 EBP=001EF7A8 ESI=013E2E39 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133BB24 EBX=7686C928 ESP=001EF704 EBP=001EF7A8 ESI=013E2E39 EDI=001EF704 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000043 ECX=8D202201 EDX=0133ADCC EBX=7686C9E5 ESP=001EF704 EBP=001EF7A8 ESI=013E2E3A EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7A8 ECX=8D202201 EDX=0133ADCC EBX=7686C9E5 ESP=001EF704 EBP=001EF7A4 ESI=013E2E3A EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=7686C9E5 ESP=001EF704 EBP=001EF7A4 ESI=013E2E3A EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000050 ECX=8D202201 EDX=0133AFB0 EBX=7686C995 ESP=001EF704 EBP=001EF7A4 ESI=013E2E3B EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=001EF7A8 ECX=8D202201 EDX=0133AFB0 EBX=7686C995 ESP=001EF704 EBP=001EF7A4 ESI=013E2E3B EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7A8 ECX=8D202201 EDX=0133AFB0 EBX=7686C995 ESP=001EF704 EBP=001EF7A4 ESI=013E2E3B EDI=001EF704 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=00000216 EBX=7686C90E ESP=001EF704 EBP=001EF7A8 ESI=013E2E3D EDI=001EF704 EFLAG=00000202
SeqID:00000009 0133CF4A->0133BBB2                                                  EAX=0000003D ECX=8D202201 EDX=0133CF4A EBX=7686C9D1 ESP=001EF704 EBP=001EF7A8 ESI=013E2E3E EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7B4 ECX=8D202201 EDX=3DB09E1D EBX=7686C9D1 ESP=001EF704 EBP=001EF7B0 ESI=013E2E3E EDI=001EF704 EFLAG=00000212
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000C7E0 ECX=8D202201 EDX=0133D21E EBX=7686C995 ESP=001EF704 EBP=001EF7AE ESI=013E2E3F EDI=001EF704 EFLAG=00000207
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133D21E EBX=7686C995 ESP=001EF704 EBP=001EF7AE ESI=013E2E3F EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000010 ECX=8D202201 EDX=00000207 EBX=7686C930 ESP=001EF704 EBP=001EF7B2 ESI=013E2E41 EDI=001EF704 EFLAG=00000216
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000E5 ECX=8D202201 EDX=0133BD36 EBX=7686C94B ESP=001EF704 EBP=001EF7B2 ESI=013E2E42 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=8D202201 EDX=013300A6 EBX=7686C947 ESP=001EF704 EBP=001EF7B4 ESI=013E2E43 EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000050 ECX=8D202201 EDX=0133AFB0 EBX=7686C9F7 ESP=001EF704 EBP=001EF7B4 ESI=013E2E44 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=3DB09E1D ECX=8D202201 EDX=0133AFB0 EBX=7686C9F7 ESP=001EF704 EBP=001EF7B4 ESI=013E2E44 EDI=001EF704 EFLAG=00000217
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000010 ECX=8D202201 EDX=00000217 EBX=7686C98C ESP=001EF704 EBP=001EF7B8 ESI=013E2E46 EDI=001EF704 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=7686C9D8 ESP=001EF704 EBP=001EF7B8 ESI=013E2E47 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000003C ECX=8D202201 EDX=00F30000 EBX=7686C99C ESP=001EF704 EBP=001EF7B4 ESI=013E2E48 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=00F30000 EBX=7686C99C ESP=001EF704 EBP=001EF7B4 ESI=013E2E48 EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=8D202201 EDX=0133AFB0 EBX=7686C98C ESP=001EF704 EBP=001EF7B4 ESI=013E2E49 EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=8D202201 EDX=0133AFB0 EBX=7686C98C ESP=001EF704 EBP=001EF7B4 ESI=013E2E49 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=8D202201 EDX=0133AFB0 EBX=7686C98C ESP=001EF704 EBP=001EF7B4 ESI=013E2E49 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000206 EBX=7686C90F ESP=001EF704 EBP=001EF7B8 ESI=013E2E4B EDI=001EF704 EFLAG=00000206
SeqID:00000013 0133AF00->0133CDFE                                                  EAX=000000CB ECX=8D202201 EDX=0133AF00 EBX=7686C944 ESP=001EF704 EBP=001EF7B8 ESI=013E2E4C EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=5C268A28 ECX=8D202201 EDX=0133AF00 EBX=7686C944 ESP=001EF704 EBP=001EF7B8 ESI=013E2E4C EDI=001EF704 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=0000004E ECX=8D202201 EDX=0133AFB0 EBX=7686C9F6 ESP=001EF704 EBP=001EF7B8 ESI=013E2E4D EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=5C268A28 ECX=8D202201 EDX=0133AFB0 EBX=7686C9F6 ESP=001EF704 EBP=001EF7B8 ESI=013E2E4D EDI=001EF704 EFLAG=00000217
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=8D202201 EDX=00000217 EBX=7686C98D ESP=001EF704 EBP=001EF7BC ESI=013E2E4F EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=8D202201 EDX=0133AF16 EBX=7686C943 ESP=001EF704 EBP=001EF7BC ESI=013E2E50 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00A22422 ECX=8D202201 EDX=0133AF16 EBX=75E4A521 ESP=001EF704 EBP=001EF7B8 ESI=013E2E54 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=75E4A521 ESP=001EF704 EBP=001EF7B8 ESI=013E2E54 EDI=001EF704 EFLAG=00000202
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000045 ECX=8D202201 EDX=0133BED9 EBX=75E4A5DC ESP=001EF704 EBP=001EF7B8 ESI=013E2E55 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=D74899CC ECX=8D202201 EDX=D74899CC EBX=75E4A5DC ESP=001EF704 EBP=001EF7B8 ESI=013E2E55 EDI=001EF704 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=8D202201 EDX=00000286 EBX=75E4A583 ESP=001EF704 EBP=001EF7BC ESI=013E2E57 EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=75E4A5CF ESP=001EF704 EBP=001EF7BC ESI=013E2E58 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=8D202201 EDX=0FABFBFF EBX=75E4A5C7 ESP=001EF704 EBP=001EF7B8 ESI=013E2E59 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0FABFBFF EBX=75E4A5C7 ESP=001EF704 EBP=001EF7B8 ESI=013E2E59 EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=75E4A513 ESP=001EF704 EBP=001EF7B8 ESI=013E2E5A EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=8D202201 EDX=0FABFBFF EBX=75E4A50B ESP=001EF704 EBP=001EF7B4 ESI=013E2E5B EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0FABFBFF EBX=75E4A50B ESP=001EF704 EBP=001EF7B4 ESI=013E2E5B EDI=001EF704 EFLAG=00000206
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000069 ECX=8D202201 EDX=0133BED9 EBX=75E4A5A2 ESP=001EF704 EBP=001EF7B4 ESI=013E2E5C EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=F0540400 ECX=8D202201 EDX=F0540400 EBX=75E4A5A2 ESP=001EF704 EBP=001EF7B4 ESI=013E2E5C EDI=001EF704 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=00000286 EBX=75E4A521 ESP=001EF704 EBP=001EF7B8 ESI=013E2E5E EDI=001EF704 EFLAG=00000206
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=0000007F ECX=8D202201 EDX=0133BED9 EBX=75E4A5A2 ESP=001EF704 EBP=001EF7B8 ESI=013E2E5F EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=08A36233 ECX=8D202201 EDX=28B76633 EBX=75E4A5A2 ESP=001EF704 EBP=001EF7B8 ESI=013E2E5F EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=8D202201 EDX=00000206 EBX=75E4A539 ESP=001EF704 EBP=001EF7BC ESI=013E2E61 EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=75E4A5AF ESP=001EF704 EBP=001EF7BC ESI=013E2E62 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=636F3FB3 ECX=8D202201 EDX=0133AF16 EBX=127565FC ESP=001EF704 EBP=001EF7B8 ESI=013E2E66 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=127565FC ESP=001EF704 EBP=001EF7B8 ESI=013E2E66 EDI=001EF704 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=8D202201 EDX=0133AF16 EBX=12756572 ESP=001EF704 EBP=001EF7B8 ESI=013E2E67 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=FFB52EF6 ECX=8D202201 EDX=0133AF16 EBX=12C0367C ESP=001EF704 EBP=001EF7B4 ESI=013E2E6B EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=12C0367C ESP=001EF704 EBP=001EF7B4 ESI=013E2E6B EDI=001EF704 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=12C036C8 ESP=001EF704 EBP=001EF7B4 ESI=013E2E6C EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000003C ECX=8D202201 EDX=00F30000 EBX=12C0368C ESP=001EF704 EBP=001EF7B0 ESI=013E2E6D EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=00F30000 EBX=12C0368C ESP=001EF704 EBP=001EF7B0 ESI=013E2E6D EDI=001EF704 EFLAG=00000216
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=000000DD ECX=8D202201 EDX=0133CA74 EBX=12C036AF ESP=001EF704 EBP=001EF7B0 ESI=013E2E6E EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000002 ECX=8D202201 EDX=0133CA74 EBX=12C036BA ESP=001EF704 EBP=001EF7AE ESI=013E2E6F EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133CA74 EBX=12C036BA ESP=001EF704 EBP=001EF7AE ESI=013E2E6F EDI=001EF704 EFLAG=00000206
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=8D202201 EDX=0133AF16 EBX=12C03670 ESP=001EF704 EBP=001EF7AE ESI=013E2E70 EDI=001EF704 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=3C910A94 ECX=8D202201 EDX=0133AF16 EBX=D62F2BDC ESP=001EF704 EBP=001EF7AA ESI=013E2E74 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133AF16 EBX=D62F2BDC ESP=001EF704 EBP=001EF7AA ESI=013E2E74 EDI=001EF704 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000043 ECX=8D202201 EDX=0133ADCC EBX=D62F2B99 ESP=001EF704 EBP=001EF7AA ESI=013E2E75 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7AA ECX=8D202201 EDX=0133ADCC EBX=D62F2B99 ESP=001EF704 EBP=001EF7A6 ESI=013E2E75 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=D62F2B99 ESP=001EF704 EBP=001EF7A6 ESI=013E2E75 EDI=001EF704 EFLAG=00000202
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=8D202201 EDX=0133BB24 EBX=D62F2B90 ESP=001EF704 EBP=001EF7A6 ESI=013E2E76 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000006 ECX=8D202201 EDX=0133BB24 EBX=D62F2B96 ESP=001EF704 EBP=001EF7A2 ESI=013E2E77 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133BB24 EBX=D62F2B96 ESP=001EF704 EBP=001EF7A2 ESI=013E2E77 EDI=001EF704 EFLAG=00000216
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=8D202201 EDX=0133AFB0 EBX=D62F2B86 ESP=001EF704 EBP=001EF7A2 ESI=013E2E78 EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00000006 ECX=8D202201 EDX=0133AFB0 EBX=D62F2B86 ESP=001EF704 EBP=001EF7A2 ESI=013E2E78 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000006 ECX=8D202201 EDX=0133AFB0 EBX=D62F2B86 ESP=001EF704 EBP=001EF7A2 ESI=013E2E78 EDI=001EF704 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000002C ECX=8D202201 EDX=00000212 EBX=D62F2B05 ESP=001EF704 EBP=001EF7A6 ESI=013E2E7A EDI=001EF704 EFLAG=00000206
SeqID:00000009 0133CF4A->0133BBB2                                                  EAX=0000009B ECX=8D202201 EDX=0133CF4A EBX=D62F2B6A ESP=001EF704 EBP=001EF7A6 ESI=013E2E7B EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7B0 ECX=8D202201 EDX=3C910A94 EBX=D62F2B6A ESP=001EF704 EBP=001EF7AE ESI=013E2E7B EDI=001EF704 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=8D202201 EDX=0133C2E4 EBX=D62F2BB6 ESP=001EF704 EBP=001EF7AE ESI=013E2E7C EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000000C ECX=8D202201 EDX=00000000 EBX=D62F2BAA ESP=001EF704 EBP=001EF7AA ESI=013E2E7D EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=00000000 EBX=D62F2BAA ESP=001EF704 EBP=001EF7AA ESI=013E2E7D EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=000000FF ECX=8D202201 EDX=013300FF EBX=D62F2B6A ESP=001EF704 EBP=001EF7A8 ESI=013E2E7E EDI=001EF704 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=013300FF EBX=D62F2B6A ESP=001EF704 EBP=001EF7A8 ESI=013E2E7E EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000010 ECX=8D202201 EDX=00000286 EBX=D62F2B05 ESP=001EF704 EBP=001EF7AC ESI=013E2E80 EDI=001EF704 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=8D202201 EDX=0133ADCC EBX=D62F2BCE ESP=001EF704 EBP=001EF7AC ESI=013E2E81 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7AC ECX=8D202201 EDX=0133ADCC EBX=D62F2BCE ESP=001EF704 EBP=001EF7A8 ESI=013E2E81 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=D62F2BCE ESP=001EF704 EBP=001EF7A8 ESI=013E2E81 EDI=001EF704 EFLAG=00000202
SeqID:00000011 0133B2E0->0133BDCB                                                  EAX=00000082 ECX=8D202201 EDX=0133B2E0 EBX=D62F2B4C ESP=001EF704 EBP=001EF7A8 ESI=013E2E82 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001E00FF ECX=8D202201 EDX=0133B2E0 EBX=D62F2B4C ESP=001EF704 EBP=001EF7AA ESI=013E2E82 EDI=001EF704 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000043 ECX=8D202201 EDX=0133ADCC EBX=D62F2B09 ESP=001EF704 EBP=001EF7AA ESI=013E2E83 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7AA ECX=8D202201 EDX=0133ADCC EBX=D62F2B09 ESP=001EF704 EBP=001EF7A6 ESI=013E2E83 EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133ADCC EBX=D62F2B09 ESP=001EF704 EBP=001EF7A6 ESI=013E2E83 EDI=001EF704 EFLAG=00000202
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=8D202201 EDX=0133BB24 EBX=D62F2B00 ESP=001EF704 EBP=001EF7A6 ESI=013E2E84 EDI=001EF704 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000001 ECX=8D202201 EDX=0133BB24 EBX=D62F2B01 ESP=001EF704 EBP=001EF7A2 ESI=013E2E85 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF754 ECX=8D202201 EDX=0133BB24 EBX=D62F2B01 ESP=001EF704 EBP=001EF7A2 ESI=013E2E85 EDI=001EF704 EFLAG=00000216
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000050 ECX=8D202201 EDX=0133AFB0 EBX=D62F2BB1 ESP=001EF704 EBP=001EF7A2 ESI=013E2E86 EDI=001EF704 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00000001 ECX=8D202201 EDX=0133AFB0 EBX=D62F2BB1 ESP=001EF704 EBP=001EF7A2 ESI=013E2E86 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000001 ECX=8D202201 EDX=0133AFB0 EBX=D62F2BB1 ESP=001EF704 EBP=001EF7A2 ESI=013E2E86 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=00000202 EBX=D62F2B34 ESP=001EF704 EBP=001EF7A6 ESI=013E2E88 EDI=001EF704 EFLAG=00000206
SeqID:00000015 0133CF85->0133C51D                                                  EAX=000000F5 ECX=8D202201 EDX=0133CF85 EBX=D62F2B3F ESP=001EF704 EBP=001EF7A6 ESI=013E2E89 EDI=001EF704 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0200FF00 ECX=8D202201 EDX=0133CF85 EBX=D62F2B3F ESP=001EF704 EBP=001EF7A6 ESI=013E2E89 EDI=001EF704 EFLAG=00000202
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000D4 ECX=8D202201 EDX=0133BD36 EBX=D62F2B6B ESP=001EF704 EBP=001EF7A6 ESI=013E2E8A EDI=001EF704 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000028 ECX=8D202201 EDX=0133FF00 EBX=D62F2B43 ESP=001EF704 EBP=001EF7A8 ESI=013E2E8B EDI=001EF704 EFLAG=00000202
