SeqID:00000001 01331011->0133AF3A                                                  EAX=00E319A0 ECX=00000001 EDX=0009E208 EBX=76D341B5 ESP=001EF7FC EBP=001EF818 ESI=00000000 EDI=00000000 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133CA81 EBX=B7854E08 ESP=001EF708 EBP=001EF7F6 ESI=0137580D EDI=001EF708 EFLAG=00000212
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=000000C2 ECX=FEEEFF01 EDX=0133AF16 EBX=B7854E46 ESP=001EF708 EBP=001EF7F6 ESI=0137580E EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=F586D9DB ECX=FEEEFF01 EDX=0133AF16 EBX=C1FE746B ESP=001EF708 EBP=001EF7F2 ESI=01375812 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133AF16 EBX=C1FE746B ESP=001EF708 EBP=001EF7F2 ESI=01375812 EDI=001EF708 EFLAG=00000216
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=FEEEFF01 EDX=0133C2E4 EBX=C1FE74B7 ESP=001EF708 EBP=001EF7F2 ESI=01375813 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000001C ECX=FEEEFF01 EDX=00000000 EBX=C1FE749B ESP=001EF708 EBP=001EF7EE ESI=01375814 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=00000000 EBX=C1FE749B ESP=001EF708 EBP=001EF7EE ESI=01375814 EDI=001EF708 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000079 ECX=FEEEFF01 EDX=0133CA74 EBX=C1FE7422 ESP=001EF708 EBP=001EF7EE ESI=01375815 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000017 ECX=FEEEFF01 EDX=0133CA74 EBX=C1FE7402 ESP=001EF708 EBP=001EF7EC ESI=01375816 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133CA74 EBX=C1FE7402 ESP=001EF708 EBP=001EF7EC ESI=01375816 EDI=001EF708 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=FEEEFF01 EDX=0133AF16 EBX=C1FE74B8 ESP=001EF708 EBP=001EF7EC ESI=01375817 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0AB9F14A ECX=FEEEFF01 EDX=0133AF16 EBX=B744836E ESP=001EF708 EBP=001EF7E8 ESI=0137581B EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133AF16 EBX=B744836E ESP=001EF708 EBP=001EF7E8 ESI=0137581B EDI=001EF708 EFLAG=00000206
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000009 ECX=FEEEFF01 EDX=0133BB24 EBX=B7448365 ESP=001EF708 EBP=001EF7E8 ESI=0137581C EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000000A ECX=FEEEFF01 EDX=0133BB24 EBX=B744836F ESP=001EF708 EBP=001EF7E4 ESI=0137581D EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133BB24 EBX=B744836F ESP=001EF708 EBP=001EF7E4 ESI=0137581D EDI=001EF708 EFLAG=00000212
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=FEEEFF01 EDX=0133ADCC EBX=B7448338 ESP=001EF708 EBP=001EF7E4 ESI=0137581E EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7E4 ECX=FEEEFF01 EDX=0133ADCC EBX=B7448338 ESP=001EF708 EBP=001EF7E0 ESI=0137581E EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133ADCC EBX=B7448338 ESP=001EF708 EBP=001EF7E0 ESI=0137581E EDI=001EF708 EFLAG=00000216
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=FEEEFF01 EDX=0133AFB0 EBX=B7448328 ESP=001EF708 EBP=001EF7E0 ESI=0137581F EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=001EF7E4 ECX=FEEEFF01 EDX=0133AFB0 EBX=B7448328 ESP=001EF708 EBP=001EF7E0 ESI=0137581F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7E4 ECX=FEEEFF01 EDX=0133AFB0 EBX=B7448328 ESP=001EF708 EBP=001EF7E0 ESI=0137581F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF01 EDX=00000206 EBX=B7448366 ESP=001EF708 EBP=001EF7E4 ESI=01375821 EDI=001EF708 EFLAG=00000206
SeqID:00000009 0133CF4A->0133BBB2                                                  EAX=00000095 ECX=FEEEFF01 EDX=0133CF4A EBX=B74483D1 ESP=001EF708 EBP=001EF7E4 ESI=01375822 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7EE ECX=FEEEFF01 EDX=0AB9F14A EBX=B74483D1 ESP=001EF708 EBP=001EF7EC ESI=01375822 EDI=001EF708 EFLAG=00000202
SeqID:00000022 0133B5B0->0133B167                                                  EAX=000000D6 ECX=FEEEFF01 EDX=0133B5B0 EBX=B74483FB ESP=001EF708 EBP=001EF7EC ESI=01375823 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF01 EDX=01330017 EBX=B74483F7 ESP=001EF708 EBP=001EF7EE ESI=01375824 EDI=001EF708 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000050 ECX=FEEEFF01 EDX=0133AFB0 EBX=B74483A7 ESP=001EF708 EBP=001EF7EE ESI=01375825 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0AB9F14A ECX=FEEEFF01 EDX=0133AFB0 EBX=B74483A7 ESP=001EF708 EBP=001EF7EE ESI=01375825 EDI=001EF708 EFLAG=00000213
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=FEEEFF01 EDX=00000213 EBX=B744833E ESP=001EF708 EBP=001EF7F2 ESI=01375827 EDI=001EF708 EFLAG=00000212
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=FEEEFF01 EDX=0133C2E4 EBX=B744838A ESP=001EF708 EBP=001EF7F2 ESI=01375828 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000024 ECX=FEEEFF01 EDX=00F30000 EBX=B7448366 ESP=001EF708 EBP=001EF7EE ESI=01375829 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=00F30000 EBX=B7448366 ESP=001EF708 EBP=001EF7EE ESI=01375829 EDI=001EF708 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=FEEEFF01 EDX=0133AFB0 EBX=B7448356 ESP=001EF708 EBP=001EF7EE ESI=0137582A EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=FEEEFF01 EDX=0133AFB0 EBX=B7448356 ESP=001EF708 EBP=001EF7EE ESI=0137582A EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=FEEEFF01 EDX=0133AFB0 EBX=B7448356 ESP=001EF708 EBP=001EF7EE ESI=0137582A EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF01 EDX=00000202 EBX=B74483F5 ESP=001EF708 EBP=001EF7F2 ESI=0137582C EDI=001EF708 EFLAG=00000212
SeqID:00000031 0133BD7D->0133AECB                                                  EAX=000000E4 ECX=FEEEFF01 EDX=0133BD7D EBX=B7448311 ESP=001EF708 EBP=001EF7F2 ESI=0137582D EDI=001EF708 EFLAG=00000206
SeqID:00000035 0133D1CF->0133D1E3                                                  EAX=0133F5F9 ECX=FEEEFF01 EDX=0133BD7D EBX=B7448311 ESP=001EF708 EBP=001EF7F4 ESI=0137582D EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0133F5F9 ECX=FEEEFF01 EDX=0133BD7D EBX=B7448311 ESP=001EF708 EBP=001EF7F4 ESI=0137582D EDI=001EF708 EFLAG=00000202
SeqID:00000017 0133D21E->0133B959                                                  EAX=0000004F ECX=FEEEFF01 EDX=0133D21E EBX=B74483C2 ESP=001EF708 EBP=001EF7F4 ESI=0137582E EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000F5F9 ECX=FEEEFF01 EDX=0133D21E EBX=B74483C2 ESP=001EF708 EBP=001EF7F2 ESI=0137582E EDI=001EF708 EFLAG=00000207
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133D21E EBX=B74483C2 ESP=001EF708 EBP=001EF7F2 ESI=0137582E EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=FEEEFF01 EDX=00000207 EBX=B74483F7 ESP=001EF708 EBP=001EF7F6 ESI=01375830 EDI=001EF708 EFLAG=00000206
SeqID:00000042 0133B2B0->0133B84F                                                  EAX=0000005D ECX=FEEEFF01 EDX=0133B2B0 EBX=B744839A ESP=001EF708 EBP=001EF7F6 ESI=01375831 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=FEEEFF01 EDX=00000000 EBX=B744839A ESP=001EF708 EBP=001EF7EE ESI=01375831 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=00000000 EBX=B744839A ESP=001EF708 EBP=001EF7EE ESI=01375831 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=FEEEFF01 EDX=00000000 EBX=B7448331 ESP=001EF708 EBP=001EF7F2 ESI=01375833 EDI=001EF708 EFLAG=00000212
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=00000020 ECX=FEEEFF01 EDX=0133BD36 EBX=B7448311 ESP=001EF708 EBP=001EF7F2 ESI=01375834 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000008 ECX=FEEEFF01 EDX=01330000 EBX=B7448309 ESP=001EF708 EBP=001EF7F4 ESI=01375835 EDI=001EF708 EFLAG=00000202
SeqID:00000025 0133CF62->01331030                                                  EAX=000000B1 ECX=FEEEFF01 EDX=0133CF62 EBX=B7448358 ESP=001EF708 EBP=001EF7F4 ESI=01375836 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=FEEEFF01 EDX=0133CF62 EBX=B7448350 ESP=001EF708 EBP=001EF7F2 ESI=01375837 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133CF62 EBX=B7448350 ESP=001EF708 EBP=001EF7F2 ESI=01375837 EDI=001EF708 EFLAG=00000216
SeqID:00000025 0133CF62->01331030                                                  EAX=000000B1 ECX=FEEEFF01 EDX=0133CF62 EBX=B744839F ESP=001EF708 EBP=001EF7F2 ESI=01375838 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=FEEEFF01 EDX=0133CF62 EBX=B7448397 ESP=001EF708 EBP=001EF7F0 ESI=01375839 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133CF62 EBX=B7448397 ESP=001EF708 EBP=001EF7F0 ESI=01375839 EDI=001EF708 EFLAG=00000212
SeqID:00000028 0133AC3D->0133BED4                                                  EAX=000000A3 ECX=FEEEFF01 EDX=0133AC3D EBX=B74483F4 ESP=001EF708 EBP=001EF7F0 ESI=0137583A EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000FFFF ECX=FEEEFF01 EDX=0133AC3D EBX=B74483F4 ESP=001EF708 EBP=001EF7EE ESI=0137583A EDI=001EF708 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133AC3D EBX=B74483F4 ESP=001EF708 EBP=001EF7EE ESI=0137583A EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000034 ECX=FEEEFF01 EDX=00000286 EBX=B7448365 ESP=001EF708 EBP=001EF7F2 ESI=0137583C EDI=001EF708 EFLAG=00000212
SeqID:00000021 0133CA81->0133D2E9                                                  EAX=00000029 ECX=FEEEFF01 EDX=0133CA81 EBX=B744833C ESP=001EF708 EBP=001EF7F2 ESI=0137583D EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000B4C2 ECX=FEEEFF01 EDX=0133CA81 EBX=B74437FE ESP=001EF708 EBP=001EF7F0 ESI=0137583F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133CA81 EBX=B74437FE ESP=001EF708 EBP=001EF7F0 ESI=0137583F EDI=001EF708 EFLAG=00000212
SeqID:00000019 0133ABD5->0133BA01                                                  EAX=00000065 ECX=FEEEFF01 EDX=0133ABD5 EBX=B7443799 ESP=001EF708 EBP=001EF7F0 ESI=01375840 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000003 ECX=FEEEFF01 EDX=0133ABD5 EBX=B744379A ESP=001EF708 EBP=001EF7EE ESI=01375841 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133ABD5 EBX=B744379A ESP=001EF708 EBP=001EF7EE ESI=01375841 EDI=001EF708 EFLAG=00000206
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=FEEEFF01 EDX=0133AF16 EBX=B7443710 ESP=001EF708 EBP=001EF7EE ESI=01375842 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=02065938 ECX=FEEEFF01 EDX=0133AF16 EBX=B53DDDD8 ESP=001EF708 EBP=001EF7EA ESI=01375846 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133AF16 EBX=B53DDDD8 ESP=001EF708 EBP=001EF7EA ESI=01375846 EDI=001EF708 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000043 ECX=FEEEFF01 EDX=0133ADCC EBX=B53DDD95 ESP=001EF708 EBP=001EF7EA ESI=01375847 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7EA ECX=FEEEFF01 EDX=0133ADCC EBX=B53DDD95 ESP=001EF708 EBP=001EF7E6 ESI=01375847 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133ADCC EBX=B53DDD95 ESP=001EF708 EBP=001EF7E6 ESI=01375847 EDI=001EF708 EFLAG=00000216
SeqID:00000011 0133B2E0->0133BDCB                                                  EAX=00000012 ECX=FEEEFF01 EDX=0133B2E0 EBX=B53DDD83 ESP=001EF708 EBP=001EF7E6 ESI=01375848 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001E5938 ECX=FEEEFF01 EDX=0133B2E0 EBX=B53DDD83 ESP=001EF708 EBP=001EF7E8 ESI=01375848 EDI=001EF708 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=FEEEFF01 EDX=0133ADCC EBX=B53DDD4C ESP=001EF708 EBP=001EF7E8 ESI=01375849 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7E8 ECX=FEEEFF01 EDX=0133ADCC EBX=B53DDD4C ESP=001EF708 EBP=001EF7E4 ESI=01375849 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF01 EDX=0133ADCC EBX=B53DDD4C ESP=001EF708 EBP=001EF7E4 ESI=01375849 EDI=001EF708 EFLAG=00000212
SeqID:00000018 0133C59E->0133C0F5                                                  EAX=0000002F ECX=FEEEFF01 EDX=0133C59E EBX=B53DDD1D ESP=001EF708 EBP=001EF7E4 ESI=0137584A EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000038 ECX=FEEEFF01 EDX=001EF7E8 EBX=B53DDD1D ESP=001EF708 EBP=001EF7E6 ESI=0137584A EDI=001EF708 EFLAG=00000202
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=00000020 ECX=FEEEFF01 EDX=0133BD36 EBX=B53DDDFD ESP=001EF708 EBP=001EF7E6 ESI=0137584B EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000034 ECX=FEEEFF01 EDX=01330038 EBX=B53DDDC9 ESP=001EF708 EBP=001EF7E8 ESI=0137584C EDI=001EF708 EFLAG=00000206
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000D4 ECX=FEEEFF01 EDX=0133BD36 EBX=B53DDDF5 ESP=001EF708 EBP=001EF7E8 ESI=0137584D EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=FEEEFF01 EDX=01335938 EBX=B53DDDD5 ESP=001EF708 EBP=001EF7EA ESI=0137584E EDI=001EF708 EFLAG=00000202
SeqID:00000024 0133BF98->0133CB51                                                  EAX=00000073 ECX=FEEEFF01 EDX=0133BF98 EBX=B53DDD62 ESP=001EF708 EBP=001EF7EA ESI=0137584F EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0040CB27 ECX=FEEEFF03 EDX=0133BF98 EBX=B53DDD62 ESP=001EF708 EBP=001EF7E8 ESI=0137584F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133BF98 EBX=B53DDD62 ESP=001EF708 EBP=001EF7E8 ESI=0137584F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF03 EDX=00000206 EBX=B53DDD68 ESP=001EF708 EBP=001EF7EC ESI=01375851 EDI=001EF708 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=FEEEFF03 EDX=0133C2E4 EBX=B53DDDB4 ESP=001EF708 EBP=001EF7EC ESI=01375852 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000024 ECX=FEEEFF03 EDX=00F30000 EBX=B53DDD90 ESP=001EF708 EBP=001EF7E8 ESI=01375853 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=00F30000 EBX=B53DDD90 ESP=001EF708 EBP=001EF7E8 ESI=01375853 EDI=001EF708 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000018 ECX=FEEEFF03 EDX=0133AFB0 EBX=B53DDD78 ESP=001EF708 EBP=001EF7E8 ESI=01375854 EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=FEEEFF03 EDX=0133AFB0 EBX=B53DDD78 ESP=001EF708 EBP=001EF7E8 ESI=01375854 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=FEEEFF03 EDX=0133AFB0 EBX=B53DDD78 ESP=001EF708 EBP=001EF7E8 ESI=01375854 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF03 EDX=00000206 EBX=B53DDD17 ESP=001EF708 EBP=001EF7EC ESI=01375856 EDI=001EF708 EFLAG=00000202
SeqID:00000031 0133BD7D->0133AECB                                                  EAX=000000ED ECX=FEEEFF03 EDX=0133BD7D EBX=B53DDD2A ESP=001EF708 EBP=001EF7EC ESI=01375857 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0133C809 ECX=FEEEFF03 EDX=0133BD7D EBX=B53DDD2A ESP=001EF708 EBP=001EF7EE ESI=01375857 EDI=001EF708 EFLAG=00000206
SeqID:00000017 0133D21E->0133B959                                                  EAX=0000004F ECX=FEEEFF03 EDX=0133D21E EBX=B53DDDDB ESP=001EF708 EBP=001EF7EE ESI=01375858 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000C809 ECX=FEEEFF03 EDX=0133D21E EBX=B53DDDDB ESP=001EF708 EBP=001EF7EC ESI=01375858 EDI=001EF708 EFLAG=00000A03
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133D21E EBX=B53DDDDB ESP=001EF708 EBP=001EF7EC ESI=01375858 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF03 EDX=00000A03 EBX=B53DDD7A ESP=001EF708 EBP=001EF7F0 ESI=0137585A EDI=001EF708 EFLAG=00000216
SeqID:00000028 0133AC3D->0133BED4                                                  EAX=00000028 ECX=FEEEFF03 EDX=0133AC3D EBX=B53DDD52 ESP=001EF708 EBP=001EF7F0 ESI=0137585B EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00008334 ECX=FEEEFF03 EDX=0133AC3D EBX=B53DDD52 ESP=001EF708 EBP=001EF7EE ESI=0137585B EDI=001EF708 EFLAG=00000246
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133AC3D EBX=B53DDD52 ESP=001EF708 EBP=001EF7EE ESI=0137585B EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000000C ECX=FEEEFF03 EDX=00000246 EBX=B53DDDEB ESP=001EF708 EBP=001EF7F2 ESI=0137585D EDI=001EF708 EFLAG=00000212
SeqID:00000025 0133CF62->01331030                                                  EAX=000000B8 ECX=FEEEFF03 EDX=0133CF62 EBX=B53DDD33 ESP=001EF708 EBP=001EF7F2 ESI=0137585E EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=FEEEFF03 EDX=0133CF62 EBX=B53DDD2B ESP=001EF708 EBP=001EF7F0 ESI=0137585F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133CF62 EBX=B53DDD2B ESP=001EF708 EBP=001EF7F0 ESI=0137585F EDI=001EF708 EFLAG=00000212
SeqID:00000021 0133CA81->0133D2E9                                                  EAX=00000029 ECX=FEEEFF03 EDX=0133CA81 EBX=B53DDD02 ESP=001EF708 EBP=001EF7F0 ESI=01375860 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=000099D4 ECX=FEEEFF03 EDX=0133CA81 EBX=B53D76D6 ESP=001EF708 EBP=001EF7EE ESI=01375862 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133CA81 EBX=B53D76D6 ESP=001EF708 EBP=001EF7EE ESI=01375862 EDI=001EF708 EFLAG=00000206
SeqID:00000019 0133ABD5->0133BA01                                                  EAX=00000094 ECX=FEEEFF03 EDX=0133ABD5 EBX=B53D7642 ESP=001EF708 EBP=001EF7EE ESI=01375863 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000001 ECX=FEEEFF03 EDX=0133ABD5 EBX=B53D7643 ESP=001EF708 EBP=001EF7EC ESI=01375864 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133ABD5 EBX=B53D7643 ESP=001EF708 EBP=001EF7EC ESI=01375864 EDI=001EF708 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=FEEEFF03 EDX=0133AF16 EBX=B53D76F9 ESP=001EF708 EBP=001EF7EC ESI=01375865 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=91F8B5A3 ECX=FEEEFF03 EDX=0133AF16 EBX=2344C156 ESP=001EF708 EBP=001EF7E8 ESI=01375869 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133AF16 EBX=2344C156 ESP=001EF708 EBP=001EF7E8 ESI=01375869 EDI=001EF708 EFLAG=00000206
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=000000FB ECX=FEEEFF03 EDX=0133ADCC EBX=2344C15B ESP=001EF708 EBP=001EF7E8 ESI=0137586A EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7E8 ECX=FEEEFF03 EDX=0133ADCC EBX=2344C15B ESP=001EF708 EBP=001EF7E4 ESI=0137586A EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133ADCC EBX=2344C15B ESP=001EF708 EBP=001EF7E4 ESI=0137586A EDI=001EF708 EFLAG=00000212
SeqID:00000011 0133B2E0->0133BDCB                                                  EAX=00000082 ECX=FEEEFF03 EDX=0133B2E0 EBX=2344C1D9 ESP=001EF708 EBP=001EF7E4 ESI=0137586B EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EB5A3 ECX=FEEEFF03 EDX=0133B2E0 EBX=2344C1D9 ESP=001EF708 EBP=001EF7E6 ESI=0137586B EDI=001EF708 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=000000C2 ECX=FEEEFF03 EDX=0133AF16 EBX=2344C117 ESP=001EF708 EBP=001EF7E6 ESI=0137586C EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00819652 ECX=FEEEFF03 EDX=0133AF16 EBX=22C32AC5 ESP=001EF708 EBP=001EF7E2 ESI=01375870 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=FEEEFF03 EDX=0133AF16 EBX=22C32AC5 ESP=001EF708 EBP=001EF7E2 ESI=01375870 EDI=001EF708 EFLAG=00000212
